crn,course,title,faculty,meeting,credits,enrolled
10707,PSYC 370 001,INTRO TO HUMAN FACTORS & ERGO,"Faculty: Kortum, Philip T.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 35 (Max 35)
12558,PSYC 420 001,ELECTION SYSTEMS,"Faculty: Byrne, Michael D.; Stein, Robert M.; Wallach, Dan S.",Meeting: 01:00PM - 03:59PM W TBA TBA,3,Enrolled: 11 (Max 44)
10305,PSYC 455 001,ADV SEM IN CLINICAL PSYCHOLOGY,"Faculty: Diddel, Roberta M.",Meeting: 02:00PM - 03:15PM MW TBA TBA,3,Enrolled: 12 (Max 12)
12561,PSYC 480 001,EVOLUTIONARY PSYCHOLOGY,"Faculty: Lane, David M.",Meeting: 01:00PM - 03:29PM W TBA TBA,3,Enrolled: 12 (Max 12)
12562,PSYC 480 002,NON-TRADITIONAL INTERFACES,"Faculty: Kortum, Philip T.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 4 (Max 12)
12563,PSYC 480 003,GENES AND COGNITION,"Faculty: Dannemiller, James L.",Meeting: 01:00PM - 03:29PM W TBA TBA,3,Enrolled: 4 (Max 12)
10826,PSYC 485 001,SUPERVISED RESEARCH,"Faculty: Beier, Margaret E.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10827,PSYC 485 002,SUPERVISED RESEARCH,"Faculty: Byrne, Michael D.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10306,PSYC 485 003,SUPERVISED RESEARCH,"Faculty: Dannemiller, James L.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
11631,PSYC 485 004,SUPERVISED RESEARCH,"Faculty: Fischer-Baum, Simon J.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
11632,PSYC 485 005,SUPERVISED RESEARCH,"Faculty: Gurcanli, Ozge",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10307,PSYC 485 006,SUPERVISED RESEARCH,"Faculty: Hebl, Michelle R.",Meeting: TBA TBA,1 TO 6,Enrolled: 1 (Permission Required)
10308,PSYC 485 007,SUPERVISED RESEARCH,"Faculty: Kortum, Philip T.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10828,PSYC 485 008,SUPERVISED RESEARCH,"Faculty: Lane, David M.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10514,PSYC 485 009,SUPERVISED RESEARCH,"Faculty: Logan, Jessica M.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10309,PSYC 485 010,SUPERVISED RESEARCH,"Faculty: Martin, Randi C.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10544,PSYC 485 011,SUPERVISED RESEARCH,"Faculty: Motowidlo, Stephan J.",Meeting: TBA TBA,1 TO 6,Enrolled: 3 (Permission Required)
10310,PSYC 485 012,SUPERVISED RESEARCH,"Faculty: Oswald, Frederick L.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
11633,PSYC 485 013,SUPERVISED RESEARCH,"Faculty: Parsons, Sandra V.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10829,PSYC 485 014,SUPERVISED RESEARCH,"Faculty: Pomerantz, James R.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10833,PSYC 485 015,SUPERVISED RESEARCH,"Faculty: Schnur, Tatiana T.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10663,PSYC 485 016,SUPERVISED RESEARCH,"Faculty: Villado, Anton J.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
11272,PSYC 485 017,SUPERVISED RESEARCH,"Faculty: Espinosa, Carissa A.",Meeting: TBA TBA,1 TO 6,Enrolled: 2 (Permission Required)
10835,PSYC 488 001,SUPERVISED READING,"Faculty: Beier, Margaret E.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10836,PSYC 488 002,SUPERVISED READING,"Faculty: Byrne, Michael D.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10837,PSYC 488 003,SUPERVISED READING,"Faculty: Dannemiller, James L.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
11634,PSYC 488 004,SUPERVISED READING,"Faculty: Fischer-Baum, Simon J.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10838,PSYC 488 005,SUPERVISED READING,"Faculty: Hebl, Michelle R.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10841,PSYC 488 006,SUPERVISED READING,"Faculty: Kortum, Philip T.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10842,PSYC 488 007,SUPERVISED READING,"Faculty: Lane, David M.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10843,PSYC 488 008,SUPERVISED READING,"Faculty: Logan, Jessica M.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10844,PSYC 488 009,SUPERVISED READING,"Faculty: Martin, Randi C.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10845,PSYC 488 010,SUPERVISED READING,"Faculty: Motowidlo, Stephan J.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10846,PSYC 488 011,SUPERVISED READING,"Faculty: Oswald, Frederick L.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10848,PSYC 488 012,SUPERVISED READING,"Faculty: Pomerantz, James R.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10852,PSYC 488 013,SUPERVISED READING,"Faculty: Schnur, Tatiana T.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10854,PSYC 488 014,SUPERVISED READING,"Faculty: Villado, Anton J.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10311,PSYC 499 001,HONORS THESIS,"Faculty: Gurcanli, Ozge",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10312,PSYC 502 001,ADVANCED PSYC STATISTICS I,"Faculty: Byrne, Michael D.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 2 (Max 12)
12564,PSYC 524 001,MEMORY,"Faculty: Logan, Jessica M.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 2 (Max 12)
11362,PSYC 525 001,PSYCHOLINGUISTICS,"Faculty: Schnur, Tatiana T.",Meeting: 02:30PM - 04:59PM R TBA TBA,3,Enrolled: 1 (Max 12)
10313,PSYC 529 001,COGNITIVE RESEARCH SEMINAR,"Faculty: Fischer-Baum, Simon J.",Meeting: 12:00PM - 01:29PM W TBA TBA,1 TO 3,Enrolled: 7 (Max 45)
11367,PSYC 530 001,FOUNDATIONS OF I/O PSYCHOLOGY,"Faculty: Motowidlo, Stephan J.",Meeting: 02:00PM - 04:29PM M TBA TBA,3,Enrolled: 0 (Permission Required)
10569,PSYC 531 001,HF/HCI RESEARCH SEMINAR,"Faculty: Kortum, Philip T.",Meeting: 12:10PM - 12:55PM T TBA TBA,1,Enrolled: 3 (Max 19)
10314,PSYC 533 001,I/O PSYCHOLOGY RESEARCH SEM,"Faculty: Beier, Margaret E.",Meeting: 12:00PM - 01:29PM F TBA TBA,1 TO 3,Enrolled: 5 (Max 45)
13086,PSYC 550 002,FOUNDATIONS OF SOCIAL PSYC,"Faculty: Hebl, Michelle R.",Meeting: 08:20AM - 10:50AM W TBA TBA,3,Enrolled: 4 (Permission Required)
12566,PSYC 551 001,GROUP DYNAMICS,"Faculty: Villado, Anton J.",Meeting: 02:30PM - 05:29PM T TBA TBA,3,Enrolled: 4 (Max 12)
10315,PSYC 561 001,TEACHING IN PSYCHOLOGY,"Faculty: Lane, David M.",Meeting: TBA TBA,1,Enrolled: 5 (Max 40)
10861,PSYC 563 001,COGNITIVE PSYC INTERNSHIP,"Faculty: Lane, David M.",Meeting: TBA TBA,1 TO 9,Enrolled: 0 (Permission Required)
10316,PSYC 571 001,FIRST-YEAR PROJECT,"Faculty: Lane, David M.",Meeting: TBA TBA,3,Enrolled: 0 (Max 19)
10317,PSYC 572 001,SECOND-YEAR PROJECT,"Faculty: Lane, David M.",Meeting: TBA TBA,3,Enrolled: 3 (Max 19)
10486,PSYC 573 001,NON-THESIS GRADUATE RESEARCH,"Faculty: Lane, David M.",Meeting: TBA TBA,1 TO 6,Enrolled: 4 (Max 40)
12276,PSYC 575 001,ATTENTION AND PERCEPTION,"Faculty: Sereno, Anne B.",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
12969,PSYC 578 001,COGNEURO: THEORIES AND METHODS,"Faculty: Fischer-Baum, Simon J.",Meeting: 02:00PM - 04:29PM W TBA TBA,3,Enrolled: 6 (Max 12)
12567,PSYC 579 001,INTRODUCTION TO FUNCTIONAL MRI,"Faculty: Beauchamp, Michael S.",Meeting: 09:00AM - 11:30AM W TBA TBA,3,Enrolled: 0 (Permission Required)
13087,PSYC 624 001,SOCIAL/ORG PSYC RESEARCH SEM,"Faculty: Hebl, Michelle R.",Meeting: 12:00PM - 12:50PM W TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
10318,PSYC 629 001,PSYCHOLINGUISTICS SEMINAR,"Faculty: Martin, Randi C.",Meeting: 12:00PM - 12:50PM M TBA TBA,1,Enrolled: 3 (Max 12)
12117,PSYC 631 002,INDIVIDUAL DIFFERENCES,"Faculty: Oswald, Frederick L.",Meeting: 02:00PM - 04:29PM W TBA TBA,3,Enrolled: 4 (Max 12)
10864,PSYC 639 001,I/O PSYCHOLOGY INTERNSHIP,"Faculty: Lane, David M.",Meeting: TBA TBA,1 TO 9,Enrolled: 0 (Permission Required)
12569,PSYC 640 002,NON-TRADITIONAL INTERFACES,"Faculty: Kortum, Philip T.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 0 (Max 12)
10709,PSYC 649 001,HF/HCI PSYC INTERNSHIP,"Faculty: Lane, David M.",Meeting: TBA TBA,1 TO 9,Enrolled: 0 (Permission Required)
12570,PSYC 665 001,SEMINAR IN GENES AND COGNITION,"Faculty: Dannemiller, James L.",Meeting: 02:30PM - 04:59PM T TBA TBA,3,Enrolled: 1 (Max 12)
10319,PSYC 700 001,THESIS RESEARCH,"Faculty: Lane, David M.",Meeting: TBA TBA,1 TO 15,Enrolled: 4 (Max 40)
10320,PSYC 800 001,DISSERTATION RESEARCH,"Faculty: Lane, David M.",Meeting: TBA TBA,1 TO 15,Enrolled: 10 (Max 40)
12354,RELI 101 001,INTRO TO THE STUDY OF RELIGION,"Faculty: Kripal, Jeffrey J.",Meeting: 02:00PM - 02:50PM MWF TBA TBA,3,Enrolled: 200 (Max 250)
12987,RELI 108 001,INTRODUCTION TO JUDAISM,"Faculty: Ogren, Brian E.",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 7 (Max 19)
12342,RELI 111 001,INTRO AFRICAN RELIGIONS,"Faculty: Bongmba, Elias K.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 37 (Max 99)
12349,RELI 171 001,BODY & COSMOS IN MIDDLE AGES,"Faculty: Fanger, Claire L.",Meeting: 02:00PM - 04:59PM W TBA TBA,3,Enrolled: 0 (Max 15)
12362,RELI 213 001,THE PROPHET JEREMIAH,"Faculty: Henze, Matthias",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 10 (Max 19)
12686,RELI 214 001,RELIGIOUS TOLERANCE & BEYOND,"Faculty: Villarreal, Elena C.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 3 (Max 19)
12687,RELI 215 001,MYSTIC CINEMA,"Faculty: Ogren, Brian E.",Meeting: 02:00PM - 04:59PM M TBA TBA,3,Enrolled: 5 (Max 15)
12340,RELI 221 001,LIFE OF PROPHET MUHAMMAD,"Faculty: Cook, David B.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 5 (Max 24)
11591,RELI 223 001,QUR'AN AND COMMENTARY,"Faculty: Cook, David B.",Meeting: 03:00PM - 03:50PM MWF TBA TBA,3,Enrolled: 3 (Max 29)
12366,RELI 233 001,TIBETAN LANG LIT AND CULTURE I,Faculty:,Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 5 (Max 19)
12369,RELI 270 001,INTRO BLACK CHURCH IN THE US,"Faculty: Hills, Darrius D.",Meeting: 09:00AM - 09:50AM MWF TBA TBA,3,Enrolled: 18 (Max 19)
12335,RELI 282 001,INTRO TO CHRISTIANITY,"Faculty: Stroup, John M.; Bongmba, Elias K.",Meeting: 01:00PM - 03:59PM M TBA TBA,3,Enrolled: 11 (Max 24)
12336,RELI 301 001,NIETZSCHE & RELIGIOUS THOUGHT,"Faculty: Stroup, John M.",Meeting: 01:00PM - 03:59PM R TBA TBA,3,Enrolled: 9 (Max 10)
12338,RELI 312 001,MLK AND MALCOLM X,"Faculty: Pinn, Anthony B.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 14 (Max 15)
11850,RELI 315 001,GENDER AND ISLAM,"Faculty: Shehabuddin, Rahnuma",Meeting: 02:00PM - 04:59PM W TBA TBA,3,Enrolled: 6 (Max 15)
12357,RELI 322 001,INTRODUCTION TO BUDDHISM,"Faculty: Klein, Anne C.",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 28 (Max 85)
12112,RELI 332 001,ADV TIBETAN LANGUAGE & CULTURE,"Faculty: Klein, Anne C.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 0 (Permission Required)
12370,RELI 334 001,PSYCHOLOGY OF RELIGION,"Faculty: Dillon, Matthew",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 14 (Max 19)
12344,RELI 336 001,RELIGION & THE SOCIAL SCIENCES,"Faculty: Parsons, William B.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 17 (Max 19)
13054,RELI 349 001,HOLOCAUST REPRESENTATION,"Faculty: Weininger, Melissa S.",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 2 (Max 19)
12364,RELI 350 001,DEMONS/MENTAL ILLNESS/MEDICINE,"Faculty: Clements, Niki K.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 15 (Max 19)
12995,RELI 369 001,READING RICHARD WRIGHT,"Faculty: Pinn, Anthony B.",Meeting: 01:00PM - 03:59PM W TBA TBA,3,Enrolled: 0 (Max 15)
12646,RELI 375 001,EPIPHANIES,"Faculty: Brennan, Marcia G.",Meeting: 01:00PM - 03:59PM T TBA TBA,3,Enrolled: 11 (Max 15)
12360,RELI 380 001,THE OCCULT REVIVAL,"Faculty: Fanger, Claire L.",Meeting: 02:00PM - 04:59PM F TBA TBA,3,Enrolled: 2 (Max 19)
12355,RELI 393 001,MUTANTS AND MYSTICS,"Faculty: Kripal, Jeffrey J.",Meeting: 03:00PM - 03:50PM MWF TBA TBA,3,Enrolled: 9 (Max 45)
11160,RELI 399 001,CONTEMPLATIVE PRACTICUM,"Faculty: Klein, Anne C.; Parsons, William B.",Meeting: 05:00PM - 05:59PM W TBA TBA,1,Enrolled: 44 (Max 45)
10567,RELI 400 001,SENIOR THESIS,"Faculty: Parsons, William B.",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
10987,RELI 401 001,INDEPENDENT STUDY,"Faculty: Bongmba, Elias K.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Max 10)
10023,RELI 401 002,INDEPENDENT STUDY,"Faculty: Cook, David B.",Meeting: TBA TBA,1 TO 6,Enrolled: 2 (Max 10)
10988,RELI 401 003,INDEPENDENT STUDY,"Faculty: DeConick, April D.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Max 10)
10989,RELI 401 004,INDEPENDENT STUDY,"Faculty: Fanger, Claire L.",Meeting: TBA TBA,1 TO 6,Enrolled: 2 (Max 10)
10990,RELI 401 005,INDEPENDENT STUDY,"Faculty: Henze, Matthias",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Max 10)
10024,RELI 401 006,INDEPENDENT STUDY,"Faculty: Brennan, Marcia G.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Max 10)
10991,RELI 401 007,INDEPENDENT STUDY,"Faculty: Klein, Anne C.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Max 10)
10992,RELI 401 008,INDEPENDENT STUDY,"Faculty: Kripal, Jeffrey J.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Max 10)
10993,RELI 401 009,INDEPENDENT STUDY,"Faculty: Parsons, William B.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Max 10)
10025,RELI 401 010,INDEPENDENT STUDY,"Faculty: Pinn, Anthony B.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Max 10)
10994,RELI 401 011,INDEPENDENT STUDY,"Faculty: Stroup, John M.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Max 10)
11352,RELI 401 012,INDEPENDENT STUDY,"Faculty: Ogren, Brian E.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Max 10)
11353,RELI 401 013,INDEPENDENT STUDY,"Faculty: Clements, Niki K.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Max 10)
12345,RELI 428 001,HISTORY AND METHODS: 20TH CENT,"Faculty: Parsons, William B.",Meeting: 01:00PM - 03:59PM R TBA TBA,3,Enrolled: 0 (Max 10)
12337,RELI 515 001,NIETZSCHE & RELIGIOUS THOUGHT,"Faculty: Stroup, John M.",Meeting: 01:00PM - 03:59PM R TBA TBA,3,Enrolled: 0 (Max 10)
10026,RELI 523 001,INDEPENDENT STUDY,"Faculty: Bongmba, Elias K.",Meeting: TBA TBA,1 TO 15,Enrolled: 1 (Max 10)
10027,RELI 523 002,INDEPENDENT STUDY,"Faculty: Cook, David B.",Meeting: TBA TBA,1 TO 15,Enrolled: 2 (Max 10)
10028,RELI 523 003,INDEPENDENT STUDY,"Faculty: DeConick, April D.",Meeting: TBA TBA,1 TO 15,Enrolled: 0 (Max 10)
10995,RELI 523 004,INDEPENDENT STUDY,"Faculty: Fanger, Claire L.",Meeting: TBA TBA,1 TO 15,Enrolled: 1 (Max 10)
10029,RELI 523 005,INDEPENDENT STUDY,"Faculty: Henze, Matthias",Meeting: TBA TBA,1 TO 15,Enrolled: 1 (Max 10)
10030,RELI 523 006,INDEPENDENT STUDY,"Faculty: Brennan, Marcia G.",Meeting: TBA TBA,1 TO 15,Enrolled: 0 (Max 10)
10996,RELI 523 007,INDEPENDENT STUDY,"Faculty: Klein, Anne C.",Meeting: TBA TBA,1 TO 15,Enrolled: 0 (Max 10)
10997,RELI 523 008,INDEPENDENT STUDY,"Faculty: Kripal, Jeffrey J.",Meeting: TBA TBA,1 TO 15,Enrolled: 0 (Max 10)
10031,RELI 523 009,INDEPENDENT STUDY,"Faculty: Parsons, William B.",Meeting: TBA TBA,1 TO 15,Enrolled: 3 (Max 10)
10998,RELI 523 010,INDEPENDENT STUDY,"Faculty: Pinn, Anthony B.",Meeting: TBA TBA,1 TO 15,Enrolled: 3 (Max 10)
10032,RELI 523 011,INDEPENDENT STUDY,"Faculty: Stroup, John M.",Meeting: TBA TBA,1 TO 15,Enrolled: 0 (Max 10)
10033,RELI 523 012,INDEPENDENT STUDY,"Faculty: Ogren, Brian E.",Meeting: TBA TBA,1 TO 15,Enrolled: 0 (Max 10)
10579,RELI 523 013,INDEPENDENT STUDY,"Faculty: Clements, Niki K.",Meeting: TBA TBA,1 TO 15,Enrolled: 0 (Max 10)
11046,RELI 530 001,PEDAGOGY PRACTICUM,"Faculty: Bongmba, Elias K.",Meeting: TBA TBA,2,Enrolled: 0 (Max 10)
11047,RELI 530 002,PEDAGOGY PRACTICUM,"Faculty: Cook, David B.",Meeting: TBA TBA,2,Enrolled: 0 (Max 10)
11048,RELI 530 003,PEDAGOGY PRACTICUM,"Faculty: DeConick, April D.",Meeting: TBA TBA,2,Enrolled: 0 (Max 10)
11049,RELI 530 004,PEDAGOGY PRACTICUM,"Faculty: Fanger, Claire L.",Meeting: TBA TBA,2,Enrolled: 0 (Max 10)
11050,RELI 530 005,PEDAGOGY PRACTICUM,"Faculty: Henze, Matthias",Meeting: TBA TBA,2,Enrolled: 0 (Max 10)
11051,RELI 530 006,PEDAGOGY PRACTICUM,"Faculty: Klein, Anne C.",Meeting: TBA TBA,2,Enrolled: 1 (Max 10)
11052,RELI 530 007,PEDAGOGY PRACTICUM,"Faculty: Kripal, Jeffrey J.",Meeting: TBA TBA,2,Enrolled: 1 (Max 10)
11053,RELI 530 008,PEDAGOGY PRACTICUM,"Faculty: Parsons, William B.",Meeting: TBA TBA,2,Enrolled: 0 (Max 10)
11054,RELI 530 009,PEDAGOGY PRACTICUM,"Faculty: Pinn, Anthony B.",Meeting: TBA TBA,2,Enrolled: 0 (Max 10)
11055,RELI 530 010,PEDAGOGY PRACTICUM,"Faculty: Stroup, John M.",Meeting: TBA TBA,2,Enrolled: 0 (Max 10)
11354,RELI 530 011,PEDAGOGY PRACTICUM,"Faculty: Brennan, Marcia G.",Meeting: TBA TBA,2,Enrolled: 0 (Max 10)
11355,RELI 530 012,PEDAGOGY PRACTICUM,"Faculty: Ogren, Brian E.",Meeting: TBA TBA,2,Enrolled: 0 (Max 10)
12368,RELI 530 013,PEDAGOGY PRACTICUM,"Faculty: Clements, Niki K.",Meeting: TBA TBA,2,Enrolled: 0 (Max 10)
12275,RELI 532 001,ADV TIBETAN LANGUAGE & CULTURE,"Faculty: Klein, Anne C.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 1 (Permission Required)
12339,RELI 546 001,MLK AND MALCOLM X,"Faculty: Pinn, Anthony B.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 0 (Max 15)
12352,RELI 555 001,HISTORICAL ANTHROPOLOGIES,"Faculty: Fanger, Claire L.; Faubion, James D.",Meeting: 02:00PM - 04:59PM M TBA TBA,3,Enrolled: 4 (Max 10)
12346,RELI 559 001,HISTORY AND METHODS: 20TH CENT,"Faculty: Parsons, William B.",Meeting: 01:00PM - 03:59PM R TBA TBA,3,Enrolled: 5 (Max 10)
12359,RELI 572 001,INTRODUCTION TO BUDDHISM,"Faculty: Klein, Anne C.",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 0 (Max 85)
12356,RELI 589 001,MUTANTS AND MYSTICS,"Faculty: Kripal, Jeffrey J.",Meeting: 03:00PM - 03:50PM MWF TBA TBA,3,Enrolled: 4 (Max 10)
11090,RELI 597 001,CONTEMPLATIVE PRACTICUM,"Faculty: Klein, Anne C.; Parsons, William B.",Meeting: 05:00PM - 05:59PM W TBA TBA,1,Enrolled: 0 (Max 19)
11089,RELI 598 001,RESEARCH SEMINAR,"Faculty: DeConick, April D.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
12363,RELI 600 001,GEM RESEARCH FORUM,"Faculty: DeConick, April D.",Meeting: TBA TBA,1,Enrolled: 7 (Max 10)
12365,RELI 605 001,DEMONS/MENTAL ILLNESS/MEDICINE,"Faculty: Clements, Niki K.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 0 (Max 19)
12996,RELI 606 001,READING RICHARD WRIGHT,"Faculty: Pinn, Anthony B.",Meeting: 01:00PM - 03:59PM W TBA TBA,3,Enrolled: 3 (Max 15)
12361,RELI 607 001,THE OCCULT REVIVAL,"Faculty: Fanger, Claire L.",Meeting: 02:00PM - 04:59PM F TBA TBA,3,Enrolled: 2 (Max 19)
13078,RELI 609 001,RELIGION & THE SOCIAL SCIENCES,"Faculty: Parsons, William B.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 1 (Max 5)
10022,RELI 800 001,RESEARCH AND THESIS,"Faculty: DeConick, April D.",Meeting: TBA TBA,9,Enrolled: 12 (Max 19)
10175,RUSS 101 001,INTRODUCTION TO RUSSIAN I,"Faculty: Ludwig, Jonathan Z.",Meeting: 08:25AM - 09:15AM TR TBA TBA; 10:00AM - 10:50AM MWF TBA TBA,5,Enrolled: 13 (Max 19)
12757,RUSS 263 001,INTERM RUSSIAN LANG & CULT II,"Faculty: Ludwig, Jonathan Z.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 5 (Max 19)
10652,SMGT 260 001,INTRO TO SPORT MANAGEMENT,"Faculty: Sosa, Jason P.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 10 (Max 40)
10653,SMGT 276 001,SPORT MANAGEMENT PRACTICUM,"Faculty: Stallings, Tom",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 7 (Max 15)
12308,SMGT 350 001,SPORT ETHICS,"Faculty: Haptonstall, Clark D.",Meeting: 01:00PM - 03:29PM W TBA TBA,3,Enrolled: 17 (Max 15)
10654,SMGT 360 001,SALES & REVENUE GENERATION,"Faculty: Stallings, Tom",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 20 (Max 15)
11108,SMGT 364 001,SPORT LAW,"Faculty: Sosa, Jason P.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 15 (Max 15)
12309,SMGT 365 001,SPORT MEDIATION,"Faculty: Sosa, Jason P.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 16 (Max 15)
10655,SMGT 376 001,SPORT MANAGEMENT INTERNSHIP 1,"Faculty: Stallings, Tom",Meeting: TBA TBA,3,Enrolled: 21 (Max 99)
10656,SMGT 377 001,SPORT MANAGEMENT INTERNSHIP 2,"Faculty: Stallings, Tom",Meeting: TBA TBA,3,Enrolled: 8 (Max 99)
10658,SMGT 378 001,SPORT MANAGEMENT INTERNSHIP 3,"Faculty: Stallings, Tom",Meeting: TBA TBA,3,Enrolled: 4 (Max 99)
10659,SMGT 379 001,SPORT MANAGEMENT INTERNSHIP 4,"Faculty: Stallings, Tom",Meeting: TBA TBA,1 TO 6,Enrolled: 2 (Max 99)
12310,SMGT 415 001,THEORIES-HIGH LVL PERFORMANCE,"Faculty: Disch, James G.",Meeting: 08:00AM - 09:15AM TR TBA TBA,3,Enrolled: 15 (Max 15)
11816,SMGT 430 001,INTRO TO SPORT ANALYTICS,"Faculty: Disch, James G.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 3 (Max 15)
10657,SMGT 466 001,SPORT PUBLIC RELATIONS,"Faculty: Haptonstall, Clark D.",Meeting: 11:00AM - 12:15PM MW TBA TBA,3,Enrolled: 19 (Max 15)
10660,SMGT 495 001,INDEPENDENT STUDY,"Faculty: Haptonstall, Clark D.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
12311,SMGT 495 002,INDEPENDENT STUDY,"Faculty: Disch, James G.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
12312,SMGT 495 003,INDEPENDENT STUDY,"Faculty: Sosa, Jason P.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
12313,SMGT 495 004,INDEPENDENT STUDY,"Faculty: Stallings, Tom",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
10661,SMGT 499 001,TEACHING PRACTICUM,"Faculty: Haptonstall, Clark D.",Meeting: TBA TBA,1 TO 3,Enrolled: 1 (Permission Required)
12314,SMGT 499 002,TEACHING PRACTICUM,"Faculty: Sosa, Jason P.",Meeting: TBA TBA,1 TO 3,Enrolled: 1 (Permission Required)
